Course ID,Course Name,Subject,Description,Instructor,Level,Duration,Language,Price,Rating,Enrollment,Skills Covered,Prerequisites,Lecture Video URL,Quiz URL,Assignment URL,Discussion Forum URL,Completion Certificate
PHI003,Philosophy Course 4,Philosophy,This course covers various topics in Philosophy.,John Doe,Advanced,31,Spanish,140.57,4.48,6780,Skill 2,"Prereq 1, Prereq 3, Prereq 2",https://www.example.com/philosophy/lecture_3,https://www.example.com/philosophy/quiz_3,https://www.example.com/philosophy/assignment_3,https://www.example.com/philosophy/forum_3,No
PHI004,Philosophy Course 5,Philosophy,This course covers various topics in Philosophy.,John Doe,Advanced,41,French,145.79,3.12,3861,"Skill 3, Skill 2, Skill 1","Prereq 1, Prereq 3",https://www.example.com/philosophy/lecture_4,https://www.example.com/philosophy/quiz_4,https://www.example.com/philosophy/assignment_4,https://www.example.com/philosophy/forum_4,Yes
PHI005,Philosophy Course 6,Philosophy,This course covers various topics in Philosophy.,John Doe,Intermediate,9,French,137.6,3.39,2131,"Skill 1, Skill 3, Skill 2, Skill 4","Prereq 3, Prereq 1, Prereq 2",https://www.example.com/philosophy/lecture_5,https://www.example.com/philosophy/quiz_5,https://www.example.com/philosophy/assignment_5,https://www.example.com/philosophy/forum_5,Yes
PHI006,Philosophy Course 7,Philosophy,This course covers various topics in Philosophy.,John Doe,Beginner,23,French,99.28,4.8,2764,Skill 3,"Prereq 2, Prereq 3",https://www.example.com/philosophy/lecture_6,https://www.example.com/philosophy/quiz_6,https://www.example.com/philosophy/assignment_6,https://www.example.com/philosophy/forum_6,No
PHI007,Philosophy Course 8,Philosophy,This course covers various topics in Philosophy.,John Doe,Beginner,5,English,183.6,2.47,1662,Skill 4,Prereq 3,https://www.example.com/philosophy/lecture_7,https://www.example.com/philosophy/quiz_7,https://www.example.com/philosophy/assignment_7,https://www.example.com/philosophy/forum_7,Yes
PHI008,Philosophy Course 9,Philosophy,This course covers various topics in Philosophy.,John Doe,Beginner,6,Spanish,178.86,4.32,1064,"Skill 1, Skill 4, Skill 3, Skill 2","Prereq 1, Prereq 3, Prereq 2",https://www.example.com/philosophy/lecture_8,https://www.example.com/philosophy/quiz_8,https://www.example.com/philosophy/assignment_8,https://www.example.com/philosophy/forum_8,Yes
PHI009,Philosophy Course 10,Philosophy,This course covers various topics in Philosophy.,John Doe,Advanced,19,French,185.32,4.81,5701,"Skill 3, Skill 4",,https://www.example.com/philosophy/lecture_9,https://www.example.com/philosophy/quiz_9,https://www.example.com/philosophy/assignment_9,https://www.example.com/philosophy/forum_9,Yes
PHI010,Philosophy Course 11,Philosophy,This course covers various topics in Philosophy.,John Doe,Intermediate,9,French,146.85,4.87,551,Skill 3,"Prereq 1, Prereq 3",https://www.example.com/philosophy/lecture_10,https://www.example.com/philosophy/quiz_10,https://www.example.com/philosophy/assignment_10,https://www.example.com/philosophy/forum_10,No
PHI011,Philosophy Course 12,Philosophy,This course covers various topics in Philosophy.,John Doe,Advanced,35,Spanish,137.2,3.18,6781,"Skill 4, Skill 3, Skill 1, Skill 2",,https://www.example.com/philosophy/lecture_11,https://www.example.com/philosophy/quiz_11,https://www.example.com/philosophy/assignment_11,https://www.example.com/philosophy/forum_11,No
PHI012,Philosophy Course 13,Philosophy,This course covers various topics in Philosophy.,John Doe,Beginner,44,Spanish,116.03,4.67,4555,"Skill 3, Skill 4, Skill 1, Skill 2",,https://www.example.com/philosophy/lecture_12,https://www.example.com/philosophy/quiz_12,https://www.example.com/philosophy/assignment_12,https://www.example.com/philosophy/forum_12,No
PHI013,Philosophy Course 14,Philosophy,This course covers various topics in Philosophy.,John Doe,Intermediate,13,French,158.21,3.75,5341,"Skill 2, Skill 3",,https://www.example.com/philosophy/lecture_13,https://www.example.com/philosophy/quiz_13,https://www.example.com/philosophy/assignment_13,https://www.example.com/philosophy/forum_13,Yes
PHI014,Philosophy Course 15,Philosophy,This course covers various topics in Philosophy.,John Doe,Intermediate,13,Spanish,86.18,3.64,7736,"Skill 3, Skill 4, Skill 1",,https://www.example.com/philosophy/lecture_14,https://www.example.com/philosophy/quiz_14,https://www.example.com/philosophy/assignment_14,https://www.example.com/philosophy/forum_14,Yes
PHI015,Philosophy Course 16,Philosophy,This course covers various topics in Philosophy.,John Doe,Beginner,34,Spanish,30.61,3.88,3287,"Skill 1, Skill 4",,https://www.example.com/philosophy/lecture_15,https://www.example.com/philosophy/quiz_15,https://www.example.com/philosophy/assignment_15,https://www.example.com/philosophy/forum_15,Yes
PHI016,Philosophy Course 17,Philosophy,This course covers various topics in Philosophy.,John Doe,Advanced,49,French,149.44,4.43,9459,"Skill 4, Skill 2","Prereq 3, Prereq 1",https://www.example.com/philosophy/lecture_16,https://www.example.com/philosophy/quiz_16,https://www.example.com/philosophy/assignment_16,https://www.example.com/philosophy/forum_16,Yes
PHI017,Philosophy Course 18,Philosophy,This course covers various topics in Philosophy.,John Doe,Advanced,49,French,188.14,1.96,856,"Skill 3, Skill 2, Skill 4, Skill 1",Prereq 1,https://www.example.com/philosophy/lecture_17,https://www.example.com/philosophy/quiz_17,https://www.example.com/philosophy/assignment_17,https://www.example.com/philosophy/forum_17,Yes
PHI018,Philosophy Course 19,Philosophy,This course covers various topics in Philosophy.,John Doe,Intermediate,8,French,107.62,1.68,6025,"Skill 1, Skill 3, Skill 2","Prereq 2, Prereq 1, Prereq 3",https://www.example.com/philosophy/lecture_18,https://www.example.com/philosophy/quiz_18,https://www.example.com/philosophy/assignment_18,https://www.example.com/philosophy/forum_18,Yes
PHI019,Philosophy Course 20,Philosophy,This course covers various topics in Philosophy.,John Doe,Beginner,47,English,152.93,4.85,3027,"Skill 4, Skill 2, Skill 1, Skill 3","Prereq 3, Prereq 1",https://www.example.com/philosophy/lecture_19,https://www.example.com/philosophy/quiz_19,https://www.example.com/philosophy/assignment_19,https://www.example.com/philosophy/forum_19,No
ART000,Art History Course 1,Art History,This course covers various topics in Art History.,John Doe,Beginner,32,English,106.02,3.29,8988,"Skill 2, Skill 4, Skill 3",,https://www.example.com/art-history/lecture_0,https://www.example.com/art-history/quiz_0,https://www.example.com/art-history/assignment_0,https://www.example.com/art-history/forum_0,Yes
ART001,Art History Course 2,Art History,This course covers various topics in Art History.,John Doe,Intermediate,13,English,29.68,1.58,8596,"Skill 3, Skill 1, Skill 2","Prereq 2, Prereq 1, Prereq 3",https://www.example.com/art-history/lecture_1,https://www.example.com/art-history/quiz_1,https://www.example.com/art-history/assignment_1,https://www.example.com/art-history/forum_1,No
ART002,Art History Course 3,Art History,This course covers various topics in Art History.,John Doe,Intermediate,30,English,174.28,4.27,7680,"Skill 1, Skill 2",Prereq 3,https://www.example.com/art-history/lecture_2,https://www.example.com/art-history/quiz_2,https://www.example.com/art-history/assignment_2,https://www.example.com/art-history/forum_2,Yes
ART003,Art History Course 4,Art History,This course covers various topics in Art History.,John Doe,Advanced,35,French,26.49,1.4,7923,"Skill 3, Skill 4, Skill 1","Prereq 3, Prereq 2",https://www.example.com/art-history/lecture_3,https://www.example.com/art-history/quiz_3,https://www.example.com/art-history/assignment_3,https://www.example.com/art-history/forum_3,No
ART004,Art History Course 5,Art History,This course covers various topics in Art History.,John Doe,Beginner,17,French,79.11,4.96,7365,"Skill 3, Skill 2, Skill 4, Skill 1","Prereq 3, Prereq 2, Prereq 1",https://www.example.com/art-history/lecture_4,https://www.example.com/art-history/quiz_4,https://www.example.com/art-history/assignment_4,https://www.example.com/art-history/forum_4,No
ART005,Art History Course 6,Art History,This course covers various topics in Art History.,John Doe,Beginner,48,French,97.83,4.44,1063,Skill 2,,https://www.example.com/art-history/lecture_5,https://www.example.com/art-history/quiz_5,https://www.example.com/art-history/assignment_5,https://www.example.com/art-history/forum_5,Yes
ART006,Art History Course 7,Art History,This course covers various topics in Art History.,John Doe,Advanced,21,French,147.8,2.82,2405,"Skill 2, Skill 4, Skill 3, Skill 1",,https://www.example.com/art-history/lecture_6,https://www.example.com/art-history/quiz_6,https://www.example.com/art-history/assignment_6,https://www.example.com/art-history/forum_6,Yes
ART007,Art History Course 8,Art History,This course covers various topics in Art History.,John Doe,Beginner,11,French,28.18,1.54,3006,"Skill 3, Skill 1","Prereq 3, Prereq 2",https://www.example.com/art-history/lecture_7,https://www.example.com/art-history/quiz_7,https://www.example.com/art-history/assignment_7,https://www.example.com/art-history/forum_7,Yes
ART008,Art History Course 9,Art History,This course covers various topics in Art History.,John Doe,Beginner,10,French,103.83,2.63,1500,"Skill 4, Skill 3, Skill 1, Skill 2","Prereq 2, Prereq 3",https://www.example.com/art-history/lecture_8,https://www.example.com/art-history/quiz_8,https://www.example.com/art-history/assignment_8,https://www.example.com/art-history/forum_8,No
ART009,Art History Course 10,Art History,This course covers various topics in Art History.,John Doe,Advanced,11,English,97.74,4.03,7766,"Skill 2, Skill 1, Skill 4, Skill 3",,https://www.example.com/art-history/lecture_9,https://www.example.com/art-history/quiz_9,https://www.example.com/art-history/assignment_9,https://www.example.com/art-history/forum_9,No
ART010,Art History Course 11,Art History,This course covers various topics in Art History.,John Doe,Beginner,39,Spanish,164.15,3.02,8158,Skill 1,,https://www.example.com/art-history/lecture_10,https://www.example.com/art-history/quiz_10,https://www.example.com/art-history/assignment_10,https://www.example.com/art-history/forum_10,Yes
ART011,Art History Course 12,Art History,This course covers various topics in Art History.,John Doe,Beginner,38,Spanish,98.61,2.26,6141,"Skill 1, Skill 4, Skill 3, Skill 2",,https://www.example.com/art-history/lecture_11,https://www.example.com/art-history/quiz_11,https://www.example.com/art-history/assignment_11,https://www.example.com/art-history/forum_11,No
ART012,Art History Course 13,Art History,This course covers various topics in Art History.,John Doe,Intermediate,15,French,187.17,2.92,4939,"Skill 4, Skill 3, Skill 2, Skill 1",Prereq 3,https://www.example.com/art-history/lecture_12,https://www.example.com/art-history/quiz_12,https://www.example.com/art-history/assignment_12,https://www.example.com/art-history/forum_12,No
ART013,Art History Course 14,Art History,This course covers various topics in Art History.,John Doe,Advanced,41,French,22.25,3.38,2806,"Skill 3, Skill 4","Prereq 3, Prereq 1",https://www.example.com/art-history/lecture_13,https://www.example.com/art-history/quiz_13,https://www.example.com/art-history/assignment_13,https://www.example.com/art-history/forum_13,No
ART014,Art History Course 15,Art History,This course covers various topics in Art History.,John Doe,Beginner,34,Spanish,78.03,3.98,2022,"Skill 2, Skill 1, Skill 3, Skill 4","Prereq 2, Prereq 3",https://www.example.com/art-history/lecture_14,https://www.example.com/art-history/quiz_14,https://www.example.com/art-history/assignment_14,https://www.example.com/art-history/forum_14,No
ART015,Art History Course 16,Art History,This course covers various topics in Art History.,John Doe,Beginner,47,French,59.7,2.73,2620,Skill 4,,https://www.example.com/art-history/lecture_15,https://www.example.com/art-history/quiz_15,https://www.example.com/art-history/assignment_15,https://www.example.com/art-history/forum_15,Yes
ART016,Art History Course 17,Art History,This course covers various topics in Art History.,John Doe,Advanced,43,English,32.14,1.69,3453,"Skill 3, Skill 4","Prereq 3, Prereq 2, Prereq 1",https://www.example.com/art-history/lecture_16,https://www.example.com/art-history/quiz_16,https://www.example.com/art-history/assignment_16,https://www.example.com/art-history/forum_16,Yes
ART017,Art History Course 18,Art History,This course covers various topics in Art History.,John Doe,Intermediate,29,French,140.06,2.57,7417,Skill 3,Prereq 2,https://www.example.com/art-history/lecture_17,https://www.example.com/art-history/quiz_17,https://www.example.com/art-history/assignment_17,https://www.example.com/art-history/forum_17,No
ART018,Art History Course 19,Art History,This course covers various topics in Art History.,John Doe,Advanced,25,Spanish,113.57,3.91,2925,"Skill 3, Skill 2","Prereq 1, Prereq 2",https://www.example.com/art-history/lecture_18,https://www.example.com/art-history/quiz_18,https://www.example.com/art-history/assignment_18,https://www.example.com/art-history/forum_18,Yes
ART019,Art History Course 20,Art History,This course covers various topics in Art History.,John Doe,Intermediate,7,French,183.24,4.83,3057,"Skill 4, Skill 1, Skill 3",,https://www.example.com/art-history/lecture_19,https://www.example.com/art-history/quiz_19,https://www.example.com/art-history/assignment_19,https://www.example.com/art-history/forum_19,No
ANT000,Anthropology Course 1,Anthropology,This course covers various topics in Anthropology.,John Doe,Advanced,31,Spanish,187.57,3.68,8715,"Skill 1, Skill 2","Prereq 2, Prereq 1",https://www.example.com/anthropology/lecture_0,https://www.example.com/anthropology/quiz_0,https://www.example.com/anthropology/assignment_0,https://www.example.com/anthropology/forum_0,Yes
ANT001,Anthropology Course 2,Anthropology,This course covers various topics in Anthropology.,John Doe,Advanced,27,French,69.12,1.58,5001,"Skill 2, Skill 4",Prereq 3,https://www.example.com/anthropology/lecture_1,https://www.example.com/anthropology/quiz_1,https://www.example.com/anthropology/assignment_1,https://www.example.com/anthropology/forum_1,No
ANT002,Anthropology Course 3,Anthropology,This course covers various topics in Anthropology.,John Doe,Intermediate,27,French,74.15,1.35,350,"Skill 3, Skill 1",Prereq 2,https://www.example.com/anthropology/lecture_2,https://www.example.com/anthropology/quiz_2,https://www.example.com/anthropology/assignment_2,https://www.example.com/anthropology/forum_2,No
ANT003,Anthropology Course 4,Anthropology,This course covers various topics in Anthropology.,John Doe,Intermediate,19,French,192.54,3.81,9774,Skill 2,"Prereq 3, Prereq 2",https://www.example.com/anthropology/lecture_3,https://www.example.com/anthropology/quiz_3,https://www.example.com/anthropology/assignment_3,https://www.example.com/anthropology/forum_3,No
ANT004,Anthropology Course 5,Anthropology,This course covers various topics in Anthropology.,John Doe,Beginner,38,French,140.3,4.74,6484,Skill 4,,https://www.example.com/anthropology/lecture_4,https://www.example.com/anthropology/quiz_4,https://www.example.com/anthropology/assignment_4,https://www.example.com/anthropology/forum_4,No
ANT005,Anthropology Course 6,Anthropology,This course covers various topics in Anthropology.,John Doe,Intermediate,42,French,128.52,1.74,2229,Skill 3,,https://www.example.com/anthropology/lecture_5,https://www.example.com/anthropology/quiz_5,https://www.example.com/anthropology/assignment_5,https://www.example.com/anthropology/forum_5,No
ANT006,Anthropology Course 7,Anthropology,This course covers various topics in Anthropology.,John Doe,Advanced,13,French,162.77,3.09,6824,"Skill 3, Skill 4","Prereq 2, Prereq 3, Prereq 1",https://www.example.com/anthropology/lecture_6,https://www.example.com/anthropology/quiz_6,https://www.example.com/anthropology/assignment_6,https://www.example.com/anthropology/forum_6,Yes
ANT007,Anthropology Course 8,Anthropology,This course covers various topics in Anthropology.,John Doe,Advanced,22,English,72.24,2.2,2406,"Skill 1, Skill 3, Skill 2","Prereq 3, Prereq 1",https://www.example.com/anthropology/lecture_7,https://www.example.com/anthropology/quiz_7,https://www.example.com/anthropology/assignment_7,https://www.example.com/anthropology/forum_7,No
ANT008,Anthropology Course 9,Anthropology,This course covers various topics in Anthropology.,John Doe,Intermediate,39,French,180.04,3.4,5531,Skill 3,"Prereq 2, Prereq 3",https://www.example.com/anthropology/lecture_8,https://www.example.com/anthropology/quiz_8,https://www.example.com/anthropology/assignment_8,https://www.example.com/anthropology/forum_8,Yes
ANT009,Anthropology Course 10,Anthropology,This course covers various topics in Anthropology.,John Doe,Beginner,22,English,148.66,1.61,2008,"Skill 4, Skill 2, Skill 1","Prereq 3, Prereq 1",https://www.example.com/anthropology/lecture_9,https://www.example.com/anthropology/quiz_9,https://www.example.com/anthropology/assignment_9,https://www.example.com/anthropology/forum_9,No
ANT010,Anthropology Course 11,Anthropology,This course covers various topics in Anthropology.,John Doe,Beginner,39,French,99.41,3.01,7574,"Skill 1, Skill 2",Prereq 2,https://www.example.com/anthropology/lecture_10,https://www.example.com/anthropology/quiz_10,https://www.example.com/anthropology/assignment_10,https://www.example.com/anthropology/forum_10,No
ANT011,Anthropology Course 12,Anthropology,This course covers various topics in Anthropology.,John Doe,Beginner,18,English,138.92,4.35,5656,"Skill 2, Skill 1","Prereq 3, Prereq 1, Prereq 2",https://www.example.com/anthropology/lecture_11,https://www.example.com/anthropology/quiz_11,https://www.example.com/anthropology/assignment_11,https://www.example.com/anthropology/forum_11,No
ANT012,Anthropology Course 13,Anthropology,This course covers various topics in Anthropology.,John Doe,Beginner,13,English,42.42,1.03,7462,"Skill 3, Skill 4, Skill 1",Prereq 1,https://www.example.com/anthropology/lecture_12,https://www.example.com/anthropology/quiz_12,https://www.example.com/anthropology/assignment_12,https://www.example.com/anthropology/forum_12,No
ANT013,Anthropology Course 14,Anthropology,This course covers various topics in Anthropology.,John Doe,Beginner,47,English,55.55,4.74,2730,"Skill 1, Skill 4",,https://www.example.com/anthropology/lecture_13,https://www.example.com/anthropology/quiz_13,https://www.example.com/anthropology/assignment_13,https://www.example.com/anthropology/forum_13,No
ANT014,Anthropology Course 15,Anthropology,This course covers various topics in Anthropology.,John Doe,Intermediate,34,Spanish,172.01,4.8,7289,"Skill 1, Skill 4",,https://www.example.com/anthropology/lecture_14,https://www.example.com/anthropology/quiz_14,https://www.example.com/anthropology/assignment_14,https://www.example.com/anthropology/forum_14,No
ANT015,Anthropology Course 16,Anthropology,This course covers various topics in Anthropology.,John Doe,Beginner,13,Spanish,56.16,1.74,9095,"Skill 1, Skill 3, Skill 4",Prereq 2,https://www.example.com/anthropology/lecture_15,https://www.example.com/anthropology/quiz_15,https://www.example.com/anthropology/assignment_15,https://www.example.com/anthropology/forum_15,Yes
ANT016,Anthropology Course 17,Anthropology,This course covers various topics in Anthropology.,John Doe,Intermediate,33,English,173.75,4.16,4965,"Skill 2, Skill 3, Skill 1, Skill 4","Prereq 1, Prereq 3, Prereq 2",https://www.example.com/anthropology/lecture_16,https://www.example.com/anthropology/quiz_16,https://www.example.com/anthropology/assignment_16,https://www.example.com/anthropology/forum_16,No
ANT017,Anthropology Course 18,Anthropology,This course covers various topics in Anthropology.,John Doe,Beginner,40,French,52.77,4.98,8781,"Skill 2, Skill 4, Skill 3",Prereq 3,https://www.example.com/anthropology/lecture_17,https://www.example.com/anthropology/quiz_17,https://www.example.com/anthropology/assignment_17,https://www.example.com/anthropology/forum_17,No
ANT018,Anthropology Course 19,Anthropology,This course covers various topics in Anthropology.,John Doe,Advanced,46,French,176.32,2.62,8971,"Skill 3, Skill 4, Skill 2",Prereq 2,https://www.example.com/anthropology/lecture_18,https://www.example.com/anthropology/quiz_18,https://www.example.com/anthropology/assignment_18,https://www.example.com/anthropology/forum_18,No
ANT019,Anthropology Course 20,Anthropology,This course covers various topics in Anthropology.,John Doe,Advanced,9,French,149.88,3.05,3450,Skill 4,"Prereq 1, Prereq 2",https://www.example.com/anthropology/lecture_19,https://www.example.com/anthropology/quiz_19,https://www.example.com/anthropology/assignment_19,https://www.example.com/anthropology/forum_19,No
ENV000,Environmental Science Course 1,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Intermediate,5,French,139.78,3.08,2086,"Skill 3, Skill 2, Skill 4","Prereq 3, Prereq 1, Prereq 2",https://www.example.com/environmental-science/lecture_0,https://www.example.com/environmental-science/quiz_0,https://www.example.com/environmental-science/assignment_0,https://www.example.com/environmental-science/forum_0,No
ENV001,Environmental Science Course 2,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Beginner,18,English,187.81,1.4,6545,"Skill 1, Skill 4","Prereq 2, Prereq 1, Prereq 3",https://www.example.com/environmental-science/lecture_1,https://www.example.com/environmental-science/quiz_1,https://www.example.com/environmental-science/assignment_1,https://www.example.com/environmental-science/forum_1,Yes
ENV002,Environmental Science Course 3,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Advanced,32,Spanish,95.64,3.12,9130,"Skill 1, Skill 3, Skill 2, Skill 4","Prereq 3, Prereq 2",https://www.example.com/environmental-science/lecture_2,https://www.example.com/environmental-science/quiz_2,https://www.example.com/environmental-science/assignment_2,https://www.example.com/environmental-science/forum_2,No
ENV003,Environmental Science Course 4,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Advanced,37,Spanish,147.53,3.21,4275,Skill 3,"Prereq 1, Prereq 2, Prereq 3",https://www.example.com/environmental-science/lecture_3,https://www.example.com/environmental-science/quiz_3,https://www.example.com/environmental-science/assignment_3,https://www.example.com/environmental-science/forum_3,Yes
ENV004,Environmental Science Course 5,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Beginner,42,English,65.63,4.3,7345,"Skill 4, Skill 3, Skill 1, Skill 2","Prereq 1, Prereq 2, Prereq 3",https://www.example.com/environmental-science/lecture_4,https://www.example.com/environmental-science/quiz_4,https://www.example.com/environmental-science/assignment_4,https://www.example.com/environmental-science/forum_4,No
ENV005,Environmental Science Course 6,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Beginner,24,French,81.05,4.14,4259,"Skill 1, Skill 2, Skill 4",,https://www.example.com/environmental-science/lecture_5,https://www.example.com/environmental-science/quiz_5,https://www.example.com/environmental-science/assignment_5,https://www.example.com/environmental-science/forum_5,Yes
ENV006,Environmental Science Course 7,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Advanced,46,French,124.78,1.88,6406,"Skill 4, Skill 3, Skill 1",,https://www.example.com/environmental-science/lecture_6,https://www.example.com/environmental-science/quiz_6,https://www.example.com/environmental-science/assignment_6,https://www.example.com/environmental-science/forum_6,Yes
ENV007,Environmental Science Course 8,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Advanced,32,English,118.87,3.5,2315,Skill 4,,https://www.example.com/environmental-science/lecture_7,https://www.example.com/environmental-science/quiz_7,https://www.example.com/environmental-science/assignment_7,https://www.example.com/environmental-science/forum_7,No
ENV008,Environmental Science Course 9,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Beginner,30,Spanish,28.33,1.9,9514,"Skill 1, Skill 4",,https://www.example.com/environmental-science/lecture_8,https://www.example.com/environmental-science/quiz_8,https://www.example.com/environmental-science/assignment_8,https://www.example.com/environmental-science/forum_8,No
ENV009,Environmental Science Course 10,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Beginner,12,English,73.08,3.81,381,Skill 1,,https://www.example.com/environmental-science/lecture_9,https://www.example.com/environmental-science/quiz_9,https://www.example.com/environmental-science/assignment_9,https://www.example.com/environmental-science/forum_9,No
ENV010,Environmental Science Course 11,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Intermediate,29,Spanish,160.39,1.6,1192,"Skill 1, Skill 4, Skill 3, Skill 2",,https://www.example.com/environmental-science/lecture_10,https://www.example.com/environmental-science/quiz_10,https://www.example.com/environmental-science/assignment_10,https://www.example.com/environmental-science/forum_10,No
ENV011,Environmental Science Course 12,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Intermediate,23,English,40.26,4.56,8808,"Skill 4, Skill 1, Skill 3",Prereq 1,https://www.example.com/environmental-science/lecture_11,https://www.example.com/environmental-science/quiz_11,https://www.example.com/environmental-science/assignment_11,https://www.example.com/environmental-science/forum_11,Yes
ENV012,Environmental Science Course 13,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Beginner,9,English,165.88,3.88,6281,Skill 2,"Prereq 3, Prereq 2, Prereq 1",https://www.example.com/environmental-science/lecture_12,https://www.example.com/environmental-science/quiz_12,https://www.example.com/environmental-science/assignment_12,https://www.example.com/environmental-science/forum_12,Yes
ENV013,Environmental Science Course 14,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Beginner,10,French,112.72,1.41,7665,"Skill 1, Skill 4, Skill 3",,https://www.example.com/environmental-science/lecture_13,https://www.example.com/environmental-science/quiz_13,https://www.example.com/environmental-science/assignment_13,https://www.example.com/environmental-science/forum_13,No
ENV014,Environmental Science Course 15,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Intermediate,40,French,44.08,1.81,2177,"Skill 3, Skill 4, Skill 1, Skill 2","Prereq 3, Prereq 2",https://www.example.com/environmental-science/lecture_14,https://www.example.com/environmental-science/quiz_14,https://www.example.com/environmental-science/assignment_14,https://www.example.com/environmental-science/forum_14,No
ENV015,Environmental Science Course 16,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Beginner,34,Spanish,184.88,2.04,1814,"Skill 4, Skill 2","Prereq 3, Prereq 1",https://www.example.com/environmental-science/lecture_15,https://www.example.com/environmental-science/quiz_15,https://www.example.com/environmental-science/assignment_15,https://www.example.com/environmental-science/forum_15,No
ENV016,Environmental Science Course 17,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Advanced,43,French,191.13,3.02,723,"Skill 3, Skill 4, Skill 2, Skill 1",,https://www.example.com/environmental-science/lecture_16,https://www.example.com/environmental-science/quiz_16,https://www.example.com/environmental-science/assignment_16,https://www.example.com/environmental-science/forum_16,No
ENV017,Environmental Science Course 18,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Advanced,28,Spanish,199.47,1.7,460,Skill 3,,https://www.example.com/environmental-science/lecture_17,https://www.example.com/environmental-science/quiz_17,https://www.example.com/environmental-science/assignment_17,https://www.example.com/environmental-science/forum_17,Yes
ENV018,Environmental Science Course 19,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Advanced,17,Spanish,109.25,3.68,3207,"Skill 3, Skill 4",Prereq 1,https://www.example.com/environmental-science/lecture_18,https://www.example.com/environmental-science/quiz_18,https://www.example.com/environmental-science/assignment_18,https://www.example.com/environmental-science/forum_18,Yes
ENV019,Environmental Science Course 20,Environmental Science,This course covers various topics in Environmental Science.,John Doe,Intermediate,13,French,120.38,3.96,4589,"Skill 2, Skill 3, Skill 1, Skill 4",Prereq 2,https://www.example.com/environmental-science/lecture_19,https://www.example.com/environmental-science/quiz_19,https://www.example.com/environmental-science/assignment_19,https://www.example.com/environmental-science/forum_19,No
AST000,Astronomy Course 1,Astronomy,This course covers various topics in Astronomy.,John Doe,Beginner,9,English,75.06,2.83,8165,"Skill 1, Skill 3","Prereq 2, Prereq 3, Prereq 1",https://www.example.com/astronomy/lecture_0,https://www.example.com/astronomy/quiz_0,https://www.example.com/astronomy/assignment_0,https://www.example.com/astronomy/forum_0,Yes
AST001,Astronomy Course 2,Astronomy,This course covers various topics in Astronomy.,John Doe,Intermediate,5,English,84.52,4.69,5836,"Skill 1, Skill 3",,https://www.example.com/astronomy/lecture_1,https://www.example.com/astronomy/quiz_1,https://www.example.com/astronomy/assignment_1,https://www.example.com/astronomy/forum_1,No
AST002,Astronomy Course 3,Astronomy,This course covers various topics in Astronomy.,John Doe,Advanced,49,English,126.47,3.16,815,"Skill 2, Skill 4, Skill 3, Skill 1",,https://www.example.com/astronomy/lecture_2,https://www.example.com/astronomy/quiz_2,https://www.example.com/astronomy/assignment_2,https://www.example.com/astronomy/forum_2,Yes
AST003,Astronomy Course 4,Astronomy,This course covers various topics in Astronomy.,John Doe,Intermediate,35,Spanish,166.12,4.61,9937,Skill 3,"Prereq 2, Prereq 1",https://www.example.com/astronomy/lecture_3,https://www.example.com/astronomy/quiz_3,https://www.example.com/astronomy/assignment_3,https://www.example.com/astronomy/forum_3,No
AST004,Astronomy Course 5,Astronomy,This course covers various topics in Astronomy.,John Doe,Intermediate,40,Spanish,173.49,2.65,7769,"Skill 3, Skill 2","Prereq 2, Prereq 3",https://www.example.com/astronomy/lecture_4,https://www.example.com/astronomy/quiz_4,https://www.example.com/astronomy/assignment_4,https://www.example.com/astronomy/forum_4,Yes
AST005,Astronomy Course 6,Astronomy,This course covers various topics in Astronomy.,John Doe,Advanced,9,French,165.16,3.9,1770,"Skill 3, Skill 1, Skill 4, Skill 2","Prereq 1, Prereq 2",https://www.example.com/astronomy/lecture_5,https://www.example.com/astronomy/quiz_5,https://www.example.com/astronomy/assignment_5,https://www.example.com/astronomy/forum_5,No
AST006,Astronomy Course 7,Astronomy,This course covers various topics in Astronomy.,John Doe,Intermediate,34,French,99.7,4.05,8429,"Skill 1, Skill 4, Skill 2, Skill 3",Prereq 2,https://www.example.com/astronomy/lecture_6,https://www.example.com/astronomy/quiz_6,https://www.example.com/astronomy/assignment_6,https://www.example.com/astronomy/forum_6,No
